No,DataTime,MilliSec,Main_Flow,IN_PT050,OUT_PT050,PT03,LT01,TT01,TT050,Rpm,Main_VAC,Main_A,Main_kW,Main_Var,Main_Vp,Main_Ap,Main_Bp,Main_Cp,Main_PF,Main_Hz,Main_Va,Main_Vb,Main_Vc,Main_Aa,Main_Ab,Main_Ac,Main_Vab,Main_Vbc,Main_Vca,
0,2026-01-13 17:18:19,0,0,0.07,15.1,40,0.1393,5.8,6.6,0,445.4,0,0,0,0,0,0,0,0,60,445.5,0,445.3,0,0,0,445.5,445.3,445.6,
1,2026-01-13 17:18:20,0,3.54,0.07,15.2,40,0.1385,5.8,6.7,0,434,60.9,25.14,-0.018,0.162,30.3,29.5,31.6,0.58,60,434.2,0,433.8,60.6,59,63.2,434.2,433.8,434.1,
2,2026-01-13 17:18:21,0,6.66,0.05,14.7,40,0.1375,5.8,6.6,0,442.3,17.9,11.47,0.289,0.596,9,8.8,9.1,0.84,60,442.3,0,442.2,18.1,17.5,18.3,442.3,442.1,442.4,
3,2026-01-13 17:18:22,0,9.18,0.02,13.6,40,0.1402,5.9,6.6,0,442.3,17.9,11.45,0.304,0.591,9,8.8,9.1,0.84,60,442.3,0,442.2,18,17.5,18.3,442.3,442.1,442.4,
4,2026-01-13 17:18:23,0,11.39,-0.01,12.5,40,0.1391,5.8,6.5,0,442,18.8,12.11,-0.223,0.561,9.4,9.2,9.6,0.85,60,442,0,441.8,18.9,18.3,19.1,442,441.8,442.1,
5,2026-01-13 17:18:24,0,14.58,-0.03,11.8,40,0.1388,5.8,6.6,0,442,19.8,12.93,-0.032,0.046,10,9.7,10.1,0.86,60,442,0,441.9,19.9,19.3,20.2,442,441.8,442.2,
6,2026-01-13 17:18:25,0,17.31,-0.03,11.6,40,0.139,5.9,6.6,0,441.8,20.4,13.37,0.071,0.474,10.2,10,10.4,0.86,60,441.9,0,441.7,20.5,19.9,20.7,441.9,441.6,441.9,
7,2026-01-13 17:18:26,0,18.18,-0.04,11.6,40,0.1392,5.7,6.7,0,442,20.6,13.54,0.136,0.003,10.4,10.1,10.5,0.86,60,442.1,0,441.8,20.7,20.1,21,442.1,441.8,442.1,
8,2026-01-13 17:18:27,0,20.12,-0.03,11.6,40,0.1397,5.9,6.6,0,442.1,20.7,13.61,0.184,0.087,10.4,10.1,10.5,0.86,60,442.2,0,441.9,20.8,20.2,21.1,442.2,441.9,442.3,
9,2026-01-13 17:18:28,0,21.4,-0.04,11.5,40,0.1396,5.8,6.6,0,442,20.7,13.61,0.149,0.062,10.4,10.1,10.5,0.86,60,442.1,0,441.8,20.8,20.2,21,442.1,441.7,442.1,
