No,DataTime,MilliSec,Main_Flow,IN_PT050,OUT_PT050,PT03,LT01,TT01,TT050,Rpm,Main_VAC,Main_A,Main_kW,Main_Var,Main_Vp,Main_Ap,Main_Bp,Main_Cp,Main_PF,Main_Hz,Main_Va,Main_Vb,Main_Vc,Main_Aa,Main_Ab,Main_Ac,Main_Vab,Main_Vbc,Main_Vca,
0,2026-01-20 09:55:52,0,0,0.15,0.3,40,0.1386,6.9,9.4,0,439.1,0,0,0,0,0,0,0,0,60,439.2,0,438.9,0,0,0,439.2,438.8,439.4,
1,2026-01-20 09:55:53,0,0,0.15,0.3,40,0.1382,6.8,9.3,0,439.3,0,0,0,0,0,0,0,0,60,439.5,0,439,0,0,0,439.5,439,439.6,
2,2026-01-20 09:55:54,0,0,0.14,0.3,40,0.1385,6.8,9.3,0,439,0,0,0,0,0,0,0,0,60,439.1,0,438.6,0,0,0,439.1,438.6,439.2,
3,2026-01-20 09:55:55,0,0,0.14,0.3,40,0.1381,6.8,9.4,0,439.2,0,0,0,0,0,0,0,0,60,439.3,0,438.9,0,0,0,439.3,438.9,439.5,
4,2026-01-20 09:55:56,0,0,0.15,0.3,40,0.1386,6.9,9.3,0,439.5,0,0,0,0,0,0,0,0,60,439.5,0,439.2,0,0,0,439.5,439.1,439.8,
5,2026-01-20 09:55:57,0,0,0.15,0.3,40,0.1393,6.8,9.3,0,439.8,0,0,0,0,0,0,0,0,60,439.9,0,439.5,0,0,0,439.9,439.5,440.2,
6,2026-01-20 09:55:58,0,0,0.15,0.3,40,0.1383,6.9,9.3,0,439.9,0,0,0,0,0,0,0,0,60,440,0,439.6,0,0,0,440,439.5,440.2,
7,2026-01-20 09:55:59,0,0,0.15,0.3,40,0.1395,6.8,9.3,0,439.8,0,0,0,0,0,0,0,0,60,439.8,0,439.4,0,0,0,439.8,439.4,440,
8,2026-01-20 09:56:00,0,0,0.01,5.1,40,0.1436,6.9,9.3,0,439.6,0,0,0,0,0,0,0,0,60,439.7,0,439.3,0,0,0,439.7,439.2,439.9,
9,2026-01-20 09:56:01,0,0,0,12.6,40,0.1378,6.9,9.3,0,439.4,0,0,0,0,0,0,0,0,60,439.5,0,439.1,0,0,0,439.5,439.1,439.6,
10,2026-01-20 09:56:02,0,5.94,0,12.6,40,0.1382,6.9,9.3,0,428.1,60.4,23.43,0.219,0.437,30,29.5,31.2,0.54,60,428.3,0,427.7,60,58.9,62.4,428.3,427.7,428.4,
11,2026-01-20 09:56:03,0,10.89,0,12.7,40,0.1393,6.9,9.4,0,436.2,20.9,13.6,0.065,0.013,10.5,10.2,10.6,0.86,60,436.3,0,435.9,21.1,20.3,21.2,436.3,435.9,436.6,
12,2026-01-20 09:56:04,0,12.64,0,12.7,40,0.1388,6.9,9.3,0,436.2,20.9,13.6,0.083,0.019,10.5,10.2,10.6,0.86,60,436.2,0,435.9,21.1,20.3,21.2,436.2,435.8,436.5,
13,2026-01-20 09:56:05,0,15.35,0,12.6,40,0.1384,6.8,9.3,0,436.3,20.8,13.53,0.082,0.621,10.5,10.1,10.5,0.86,60,436.4,0,436,21,20.3,21.1,436.4,435.9,436.7,
14,2026-01-20 09:56:06,0,17.76,0,12.7,40,0.1381,6.9,9.3,0,436.3,20.7,13.49,0.087,0.585,10.5,10.1,10.5,0.86,60,436.4,0,435.9,21,20.2,21,436.4,435.9,436.6,
