No,DataTime,MilliSec,Main_Flow,IN_PT050,OUT_PT050,PT03,LT01,TT01,TT050,Rpm,Main_VAC,Main_A,Main_kW,Main_Var,Main_Vp,Main_Ap,Main_Bp,Main_Cp,Main_PF,Main_Hz,Main_Va,Main_Vb,Main_Vc,Main_Aa,Main_Ab,Main_Ac,Main_Vab,Main_Vbc,Main_Vca,
0,2026-01-13 17:02:24,0,0,0.14,0.3,40,0.14,5.8,6.3,0,444.2,0,0,0,0,0,0,0,0,60,444.1,0,444.2,0,0,0,444.1,444.2,444.4,
1,2026-01-13 17:02:25,0,0,0.14,0.3,40,0.14,5.8,6.3,0,444.2,0,0,0,0,0,0,0,0,60,444.2,0,444.3,0,0,0,444.2,444.2,444.4,
2,2026-01-13 17:02:26,0,0,0.06,14.8,40,0.1396,5.8,6.5,0,444.2,0,0,0,0,0,0,0,0,60,444.1,0,444.2,0,0,0,444.1,444.2,444.4,
3,2026-01-13 17:02:27,0,0,0.06,14.7,40,0.1376,5.8,6.4,0,436.7,39.6,14.39,-0.005,0.029,19.6,19.4,20.5,0.51,60,436.7,0,436.6,39.1,38.7,41,436.7,436.6,436.9,
4,2026-01-13 17:02:28,0,5.12,0.06,14.8,40,0.1385,5.8,6.4,0,439,29.1,15.74,0.156,0.233,14.6,14.3,14.8,0.72,60,439,0,439,29.2,28.6,29.7,439,438.9,439.2,
5,2026-01-13 17:02:29,0,8.28,0.06,14.8,40,0.1398,5.8,6.4,0,440.9,18.5,11.93,-0.224,0.406,9.3,9,9.5,0.84,60,440.9,0,440.9,18.7,18.1,18.9,440.9,440.8,441.1,
6,2026-01-13 17:02:30,0,10.49,0.06,14.8,40,0.14,5.8,6.4,0,440.9,18.6,11.95,-0.226,0.421,9.3,9,9.5,0.84,60,440.9,0,440.8,18.7,18.1,18.9,440.9,440.8,441,
7,2026-01-13 17:02:31,0,12,0.06,14.8,40,0.1397,5.8,6.5,0,441.1,18.5,11.94,-0.226,0.41,9.3,9,9.5,0.84,60,441,0,441,18.6,18.1,18.9,441,441,441.2,
8,2026-01-13 17:02:32,0,13.19,0.06,14.7,40,0.1405,5.8,6.5,0,440.9,18.6,11.95,-0.23,0.414,9.3,9,9.5,0.84,60,440.8,0,440.8,18.7,18.1,18.9,440.8,440.8,441,
9,2026-01-13 17:02:33,0,14.02,0.06,14.8,40,0.1406,5.8,6.4,0,440.9,18.6,11.96,-0.223,0.427,9.4,9,9.5,0.84,60,440.9,0,440.9,18.7,18.1,18.9,440.9,440.8,441,
