No,DataTime,MilliSec,Main_Flow,IN_PT050,OUT_PT050,PT03,LT01,TT01,TT050,Rpm,Main_VAC,Main_A,Main_kW,Main_Var,Main_Vp,Main_Ap,Main_Bp,Main_Cp,Main_PF,Main_Hz,Main_Va,Main_Vb,Main_Vc,Main_Aa,Main_Ab,Main_Ac,Main_Vab,Main_Vbc,Main_Vca,
0,2026-01-13 16:58:49,0,11.8,0.02,13.7,40,0.1401,5.8,6.3,0,442.3,19.8,12.92,0.015,0.056,9.9,9.7,10.1,0.85,60,442.3,0,442.3,19.9,19.3,20.2,442.3,442.2,442.4,
1,2026-01-13 16:58:50,0,14.07,0.02,13.8,40,0.1395,5.8,6.4,0,442.3,19.8,12.9,0.03,0.055,10,9.7,10.1,0.85,60,442.3,0,442.1,19.9,19.3,20.2,442.3,442.1,442.4,
2,2026-01-13 16:58:51,0,15.73,0.02,13.7,40,0.1383,5.8,6.3,0,442.1,19.7,12.86,-0.009,0.648,9.9,9.6,10.1,0.85,60,442.1,0,442,19.8,19.3,20.1,442.1,442,442.1,
3,2026-01-13 16:58:52,0,16.75,0.02,13.7,40,0.1398,5.8,6.3,0,442.1,19.7,12.84,-0.029,0.62,9.9,9.6,10.1,0.85,60,442.1,0,442,19.8,19.2,20.1,442.1,442,442.2,
4,2026-01-13 16:58:53,0,17.58,0.02,13.8,40,0.1396,5.8,6.3,0,442.3,19.7,12.86,-0.008,0.653,9.9,9.6,10.1,0.85,60,442.2,0,442.3,19.8,19.2,20.1,442.2,442.2,442.4,
5,2026-01-13 16:58:54,0,18.34,0.03,13.8,40,0.1403,5.8,6.3,0,442.4,19.7,12.86,-0.007,0,9.9,9.6,10.1,0.85,60,442.4,0,442.3,19.8,19.2,20.1,442.4,442.3,442.5,
6,2026-01-13 16:58:55,0,18.71,0.03,13.7,40,0.139,5.8,6.3,0,442.1,19.7,12.86,0.006,0.005,9.9,9.6,10.1,0.85,60,442.2,0,442.1,19.8,19.3,20.2,442.2,442.1,442.2,
7,2026-01-13 16:58:56,0,19.02,0.03,13.7,40,0.141,5.8,6.3,0,442.2,19.7,12.83,0.005,0.632,9.9,9.6,10.1,0.85,60,442.2,0,442.2,19.8,19.2,20.1,442.2,442.1,442.3,
8,2026-01-13 16:58:57,0,19.19,0.03,13.8,40,0.1393,5.8,6.3,0,442.6,19.7,12.81,-0.013,0.61,9.9,9.6,10,0.85,60,442.6,0,442.6,19.8,19.2,20.1,442.6,442.6,442.7,
9,2026-01-13 16:58:58,0,19.39,0.02,13.8,40,0.1388,5.8,6.3,0,442.7,19.7,12.81,-0.015,0.609,9.9,9.6,10,0.85,60,442.7,0,442.7,19.7,19.2,20.1,442.7,442.6,442.8,
