No,DataTime,MilliSec,Main_Flow,IN_PT050,OUT_PT050,PT03,LT01,TT01,TT050,Rpm,Main_VAC,Main_A,Main_kW,Main_Var,Main_Vp,Main_Ap,Main_Bp,Main_Cp,Main_PF,Main_Hz,Main_Va,Main_Vb,Main_Vc,Main_Aa,Main_Ab,Main_Ac,Main_Vab,Main_Vbc,Main_Vca,
0,2026-01-13 17:14:12,0,0,0.15,16.3,40,0.138,5.8,7.5,0,445.6,0,0,0,0,0,0,0,0,60,445.6,0,445.5,0,0,0,445.6,445.5,445.7,
1,2026-01-13 17:14:13,0,0,0.14,16.3,40,0.1405,5.8,7.7,0,435.2,54.7,20.48,-0.086,0.649,27,26.8,28.2,0.52,60,435.4,0,435,54,53.7,56.3,435.4,435,435.3,
2,2026-01-13 17:14:14,0,0,0.14,16.3,40,0.1401,5.8,7.7,0,443.8,11.1,5.46,-0.027,0.642,5.6,5.4,5.7,0.64,60,443.9,0,443.7,11.3,10.8,11.3,443.9,443.7,443.9,
3,2026-01-13 17:14:15,0,0,0.14,16,40,0.1392,5.8,7.7,0,443.4,11.2,5.43,0.073,0.05,5.7,5.4,5.7,0.63,60,443.5,0,443.3,11.3,10.8,11.4,443.5,443.3,443.4,
4,2026-01-13 17:14:16,0,0,0.13,16,40,0.1391,5.9,7.7,0,443.6,11.1,5.45,-0.021,0.64,5.6,5.4,5.7,0.64,60,443.7,0,443.6,11.2,10.7,11.3,443.7,443.5,443.7,
5,2026-01-13 17:14:17,0,0,0.1,15.6,40,0.1393,5.8,7.7,0,443.3,12.4,6.63,0.19,0.294,6.3,6,6.3,0.7,60,443.3,0,443.2,12.5,12,12.6,443.3,443.2,443.4,
6,2026-01-13 17:14:18,0,4.17,0.08,15.3,40,0.14,5.9,7.7,0,442.8,14.3,8.41,-0.277,0.415,7.2,6.9,7.3,0.77,60,442.9,0,442.7,14.4,13.9,14.5,442.9,442.7,442.9,
7,2026-01-13 17:14:19,0,6.1,0.08,15.1,40,0.139,5.8,7.7,0,442.6,16.5,10.26,0.073,0.131,8.3,8,8.4,0.82,60,442.6,0,442.4,16.6,16,16.8,442.6,442.4,442.7,
8,2026-01-13 17:14:20,0,8.44,0.08,15.1,40,0.1392,5.9,7.7,0,442.3,17.6,11.2,0.286,0.367,8.9,8.6,9,0.83,60,442.3,0,442.2,17.8,17.2,18,442.3,442.2,442.5,
9,2026-01-13 17:14:21,0,10.46,0.07,15.1,40,0.1402,5.9,7.7,0,442.3,17.9,11.44,-0.308,0.605,9,8.7,9.1,0.83,60,442.3,0,442.1,18.1,17.5,18.3,442.3,442.1,442.4,
10,2026-01-13 17:14:22,0,10.94,0.07,15.1,40,0.1388,5.9,7.7,0,442.1,18,11.46,-0.305,0.619,9.1,8.8,9.1,0.83,60,442.1,0,442.1,18.1,17.5,18.3,442.1,442,442.3,
11,2026-01-13 17:14:23,0,11.97,0.07,15.1,40,0.1392,5.8,7.7,0,442.1,18,11.45,-0.307,0.61,9,8.8,9.1,0.83,60,442.1,0,442,18.1,17.5,18.3,442.1,442,442.2,
12,2026-01-13 17:14:24,0,12.59,0.08,15.1,40,0.14,5.9,7.7,0,442.2,17.9,11.43,-0.307,0.595,9,8.7,9.1,0.83,60,442.2,0,442.1,18.1,17.5,18.3,442.2,442,442.4,
13,2026-01-13 17:14:25,0,13.1,0.07,15.1,40,0.1393,5.9,7.7,0,442.4,17.9,11.44,-0.301,0.605,9,8.7,9.1,0.83,60,442.5,0,442.2,18.1,17.5,18.2,442.5,442.2,442.6,
14,2026-01-13 17:14:26,0,13.43,0.08,15.1,40,0.1409,5.8,7.8,0,442.4,17.9,11.44,-0.309,0.599,9,8.8,9.1,0.83,60,442.5,0,442.2,18.1,17.5,18.2,442.5,442.2,442.5,
15,2026-01-13 17:14:27,0,13.82,0.08,15.2,40,0.1391,5.9,7.7,0,442.5,17.9,11.42,-0.301,0.591,9,8.7,9.1,0.83,60,442.6,0,442.4,18.1,17.5,18.2,442.6,442.3,442.7,
16,2026-01-13 17:14:28,0,14.02,0.08,15.1,40,0.1399,5.9,7.8,0,442.5,17.9,11.43,-0.305,0.595,9,8.7,9.1,0.83,60,442.6,0,442.3,18.1,17.5,18.2,442.6,442.3,442.7,
17,2026-01-13 17:14:29,0,14.19,0.08,15.1,40,0.1395,5.9,7.7,0,442.6,17.9,11.42,-0.31,0.588,9,8.7,9.1,0.83,60,442.7,0,442.4,18.1,17.5,18.2,442.7,442.3,442.7,
18,2026-01-13 17:14:30,0,14.25,0.08,15.2,40,0.1391,5.9,7.8,0,442.4,17.9,11.42,-0.315,0.581,9,8.7,9.1,0.83,60,442.4,0,442.2,18.1,17.5,18.2,442.4,442.1,442.5,
19,2026-01-13 17:14:31,0,14.36,0.08,15.1,40,0.14,5.9,7.7,0,442.4,17.9,11.42,-0.316,0.586,9,8.7,9.1,0.83,60,442.4,0,442.2,18.1,17.5,18.2,442.4,442.1,442.6,
20,2026-01-13 17:14:32,0,14.38,0.08,15.2,40,0.14,5.9,7.7,0,442.3,17.9,11.44,-0.313,0.597,9.1,8.7,9.1,0.83,60,442.3,0,442,18.1,17.5,18.2,442.3,442,442.4,
21,2026-01-13 17:14:33,0,14.43,0.08,15.2,40,0.1405,5.8,7.8,0,442.4,17.9,11.43,-0.312,0.59,9,8.7,9.1,0.83,60,442.4,0,442.1,18.1,17.5,18.2,442.4,442.1,442.5,
22,2026-01-13 17:14:34,0,14.44,0.08,15.2,40,0.1383,5.9,7.7,0,442.7,17.9,11.44,-0.3,0.606,9.1,8.7,9.1,0.83,60,442.7,0,442.4,18.1,17.5,18.2,442.7,442.4,442.9,
23,2026-01-13 17:14:35,0,14.5,0.08,15.1,40,0.14,5.8,7.8,0,442.8,17.9,11.43,-0.298,0.597,9,8.7,9.1,0.83,60,442.9,0,442.6,18.1,17.5,18.2,442.9,442.5,443,
24,2026-01-13 17:14:36,0,14.52,0.08,15.1,40,0.1401,5.9,7.7,0,442.7,17.9,11.43,-0.305,0.593,9,8.7,9.1,0.83,60,442.8,0,442.5,18.1,17.5,18.2,442.8,442.5,442.9,
25,2026-01-13 17:14:37,0,14.54,0.08,15.1,40,0.1398,5.8,7.7,0,442.5,17.9,11.42,-0.307,0.583,9,8.7,9.1,0.83,60,442.5,0,442.3,18.1,17.4,18.2,442.5,442.3,442.7,
26,2026-01-13 17:14:38,0,14.56,0.08,15.1,40,0.1392,5.9,7.7,0,442.6,17.9,11.41,-0.305,0.576,9,8.7,9.1,0.83,60,442.6,0,442.5,18,17.4,18.2,442.6,442.4,442.7,
27,2026-01-13 17:14:39,0,14.63,0.08,15.2,40,0.1383,5.8,7.7,0,442.9,17.9,11.41,-0.293,0.59,9,8.7,9.1,0.83,60,442.9,0,442.7,18.1,17.5,18.2,442.9,442.7,443,
28,2026-01-13 17:14:40,0,14.63,0.08,15.1,40,0.1394,5.9,7.4,0,442.9,17.9,11.4,-0.301,0.577,9,8.7,9.1,0.83,60,442.9,0,442.7,18,17.4,18.2,442.9,442.7,443,
29,2026-01-13 17:14:41,0,14.63,0.08,15.1,40,0.1398,5.9,7.5,0,442.9,17.9,11.42,-0.294,0.592,9,8.7,9.1,0.83,60,442.9,0,442.8,18,17.4,18.2,442.9,442.7,443.1,
30,2026-01-13 17:14:42,0,14.64,0.08,15.1,40,0.1396,5.8,7.4,0,442.7,17.9,11.41,-0.304,0.581,9,8.7,9.1,0.83,60,442.8,0,442.6,18,17.5,18.2,442.8,442.5,442.8,
31,2026-01-13 17:14:43,0,14.65,0.08,15.1,40,0.1385,5.9,7.4,0,442.6,17.9,11.41,-0.303,0.578,9,8.7,9.1,0.83,60,442.7,0,442.5,18,17.4,18.2,442.7,442.5,442.8,
32,2026-01-13 17:14:44,0,14.62,0.08,15.1,40,0.1397,5.8,7.4,0,442.9,17.9,11.43,-0.29,0.608,9,8.7,9.1,0.83,60,442.9,0,442.7,18.1,17.5,18.2,442.9,442.7,443,
33,2026-01-13 17:14:45,0,14.62,0.07,15.1,40,0.1406,5.9,7.4,0,443.1,18,11.47,-0.271,0.646,9,8.8,9.1,0.83,60,443.1,0,443,18.1,17.5,18.3,443.1,443,443.3,
34,2026-01-13 17:14:46,0,14.63,0.08,15.2,40,0.1392,5.9,7.5,0,443.2,17.9,11.43,-0.278,0.609,9,8.7,9.1,0.83,60,443.2,0,443.1,18,17.5,18.2,443.2,443.1,443.4,
35,2026-01-13 17:14:47,0,14.63,0.08,15.1,40,0.1378,5.8,7.4,0,443.2,17.9,11.42,-0.284,0.597,9,8.7,9.1,0.83,60,443.2,0,443.1,18,17.5,18.2,443.2,443.1,443.3,
36,2026-01-13 17:14:48,0,14.65,0.07,15.1,40,0.1405,5.9,7.5,0,443.2,17.9,11.43,-0.279,0.613,9,8.7,9.1,0.83,60,443.1,0,443.1,18,17.5,18.3,443.1,443.1,443.3,
37,2026-01-13 17:14:49,0,14.62,0.08,15.1,40,0.1386,5.9,7.3,0,443.1,17.9,11.44,-0.278,0.619,9,8.7,9.1,0.83,60,443.1,0,443,18.1,17.5,18.3,443.1,442.9,443.3,
