No,DataTime,MilliSec,Main_Flow,IN_PT050,OUT_PT050,PT03,LT01,TT01,TT050,Rpm,Main_VAC,Main_A,Main_kW,Main_Var,Main_Vp,Main_Ap,Main_Bp,Main_Cp,Main_PF,Main_Hz,Main_Va,Main_Vb,Main_Vc,Main_Aa,Main_Ab,Main_Ac,Main_Vab,Main_Vbc,Main_Vca,
0,2026-01-20 09:27:39,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
1,2026-01-20 09:27:40,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
2,2026-01-20 09:27:41,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
3,2026-01-20 09:27:42,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
4,2026-01-20 09:27:43,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
5,2026-01-20 09:27:44,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
6,2026-01-20 09:27:45,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
7,2026-01-20 09:27:46,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
8,2026-01-20 09:27:47,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
9,2026-01-20 09:27:48,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
10,2026-01-20 09:27:49,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
11,2026-01-20 09:27:50,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
12,2026-01-20 09:27:51,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
13,2026-01-20 09:27:52,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
14,2026-01-20 09:27:53,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
15,2026-01-20 09:27:54,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
16,2026-01-20 09:27:55,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
17,2026-01-20 09:27:56,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
18,2026-01-20 09:27:57,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
19,2026-01-20 09:27:58,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
20,2026-01-20 09:27:59,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
21,2026-01-20 09:28:00,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
22,2026-01-20 09:28:01,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
23,2026-01-20 09:28:02,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
24,2026-01-20 09:28:03,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
25,2026-01-20 09:28:04,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
26,2026-01-20 09:28:05,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
27,2026-01-20 09:28:06,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
28,2026-01-20 09:28:07,0,0,0.16,16.3,40,0.1406,6.8,4.5,0,434,11,5.49,0.294,0.41,5.6,5.3,5.6,0.66,60,434,0,433.8,11.2,10.7,11.2,434,433.8,434.1,
29,2026-01-20 09:28:08,0,0,0.16,16.2,40,0.1393,6.8,4.5,0,433.6,11.1,5.48,-0.286,0.461,5.7,5.4,5.6,0.66,60,433.7,0,433.4,11.3,10.8,11.3,433.7,433.4,433.6,
30,2026-01-20 09:28:09,0,0,0.16,16.2,40,0.1406,6.8,4.5,0,433.6,11,5.45,0.294,0.387,5.6,5.3,5.6,0.66,60,433.6,0,433.5,11.2,10.7,11.2,433.6,433.4,433.7,
31,2026-01-20 09:28:10,0,0,0.16,16.2,40,0.1406,6.8,4.5,0,433.6,11,5.45,0.294,0.387,5.6,5.3,5.6,0.66,60,433.6,0,433.5,11.2,10.7,11.2,433.6,433.4,433.7,
32,2026-01-20 09:28:11,0,0,0.16,16.3,40,0.1383,6.8,4.6,0,433.6,11,5.42,0.281,0.358,5.6,5.3,5.6,0.66,60,433.7,0,433.5,11.2,10.6,11.2,433.7,433.4,433.8,
33,2026-01-20 09:28:12,0,0,0.16,16.2,40,0.1378,6.8,4.5,0,433.5,11,5.42,-0.315,0.4,5.6,5.3,5.6,0.66,60,433.5,0,433.3,11.2,10.7,11.2,433.5,433.2,433.7,
34,2026-01-20 09:28:13,0,0,0.16,16.2,40,0.1386,6.8,4.5,0,433.6,11.1,5.43,-0.313,0.409,5.6,5.3,5.6,0.66,60,433.7,0,433.4,11.2,10.7,11.2,433.7,433.4,433.8,
35,2026-01-20 09:28:14,0,0,0.16,16.2,40,0.1375,6.8,4.5,0,433.3,11,5.43,0.298,0.373,5.6,5.3,5.6,0.66,60,433.4,0,433.2,11.2,10.7,11.2,433.4,433.1,433.5,
36,2026-01-20 09:28:15,0,0,0.16,16.3,40,0.1395,6.8,4.6,0,433.6,11.1,5.45,-0.276,0.449,5.6,5.4,5.6,0.66,60,433.7,0,433.4,11.3,10.8,11.3,433.7,433.4,433.7,
37,2026-01-20 09:28:16,0,0,0.16,16.3,40,0.1385,6.8,4.5,0,433.6,11.1,5.51,0.286,0.42,5.6,5.4,5.6,0.67,60,433.6,0,433.5,11.2,10.7,11.2,433.6,433.4,433.7,
38,2026-01-20 09:28:17,0,0,0.16,16.3,40,0.1401,6.8,4.5,0,433.6,11.2,5.56,-0.287,0.51,5.7,5.4,5.7,0.66,60,433.7,0,433.4,11.4,10.8,11.4,433.7,433.4,433.7,
